0.0,0.2711111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043859649122807015,0.0,0.0,0.014925373134328358,1.0,0.0,0.0,0.101,0.0,0.0
1.0,0.713015873015873,0.15928571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10666666666666667,0.0,0.0,0.08955223880597014,1.0,0.0,0.0,0.0215,0.0056,0.0
1.0,0.17063492063492064,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,1.0,0.0,1.0,0.0,0.0,0.14,0.00824,0.0
0.0,0.22349206349206346,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13157894736842105,0.0,0.0,0.07462686567164178,0.0,0.0,0.0,0.05,3e-05,0.0
0.0,0.10190476190476193,0.20089285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,1.0,0.0,1.0,0.0,1.0,0.06,0.0,0.0
0.0,0.2909523809523809,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08771929824561403,0.0,1.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0
0.0,0.3082539682539683,0.037142857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22807017543859648,0.0,1.0,0.0,0.0,0.0,0.0,0.082,0.31285,0.0
1.0,0.14555555555555558,0.41375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014035087719298247,0.0,1.0,0.0,1.0,0.0,0.0,0.04,0.01349,0.0
0.0,0.6455555555555555,0.017857142857142856,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13894736842105262,0.0,1.0,0.0,1.0,0.0,0.0,0.09,0.00314,0.0
0.0,0.45634920634920634,0.1755357142857143,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11105263157894738,0.0,1.0,0.0,0.0,0.0,0.0,0.026,0.01442,0.0
